"Disabled","Desabilitado"
"Disable","Desabilitarr"
"Unknown","Desconocido"
"Description","Descripción"
"Description:","Description:"
"Design","Design"
"Design change deleted","Design change deleted"
"Design change saved","Design change saved"
"Design Section","Design Section"
"Developer Section","Developer Section"
"DHTML Date/Time Selector","DHTML Date/Time Selector"
"Shipping Address","Dirección de Embarque"
"Billing Address","Dirección de facturación"
"Primary Billing Address","Dirección de facturación principal"
"IP Address","Dirección IP"
"Direction:","Direction:"
"Discount Amount","Discount Amount"
"Display %s first","Display %s first"
"Display default currency","Display default currency"
"Distributed under GNU LGPL. See %s for details.","Distributed under GNU LGPL. See %s for details."
"Currency","Divisa"
"Do you really want to KILL parallel process and start new indexing process?","Do you really want to KILL parallel process and start new indexing process?"
"Done by:","Done by:"
"Done By:","Done By:"
"Download and Install","Download and Install"
"Download Remote File","Download Remote File"
"Downloading and installing $pkg, please wait...","Downloading and installing $pkg, please wait..."
"Drag to move","Drag to move"
"Drop-down","Drop-down"
"Edit Store View","Edit Store View"
"Edit Urlrewrite","Edit Urlrewrite"
"Edit","Editar"
"Edit Poll","Editar Encuesta"
"Edit Tag","Editar etiqueta"
"Edit Template","Editar plantilla"
"Edit Email Template","Editar plantilla de Email"
"Edit System Template","Editar plantilla de sistema"
"Edit Role","Editar Rol"
"Edit Website","Editar sitio web"
"Edit User","Editar usuario"
"Edit User '%s'","Editar usuario '%s'"
"Customer was deleted","El cliente fue borrado"
"Customer was successfully saved","El cliente fue grabado con éxito"
"User was successfully saved","El usuario fue grabado con éxito"
"User was successfully deleted","El usuario se ha borrado correctamente"
"Remove","Eliminar"
"Email address is empty.","Email address is empty."
"Email Address:","Email Address:"
"User Email","Email de usuario"
"Email to a Friend","Email to a Friend"
"Email:","Email:"
"Transactional Emails","Emails de transacciones"
"Enclose Values In:","Enclose Values In:"
"Poll was successfully deleted","Encuesta borrada correctamente"
"Poll was successfully saved","Encuesta correctamente guardada"
"Entity Type","Entity Type"
"Entity type:","Entity type:"
"Log into Magento Admin Page","Entrar en la página de administración de Magento"
"Shipping","Envio"
"Error while deleting this set.","Error borrando este grupo."
"Error uploading the file","Error uploading the file"
"Error while cleared Image cache. Please try again later","Error while cleared Image cache. Please try again later"
"Error while create backup. Please try again later","Error while create backup. Please try again later"
"Error while finished process. Please refresh cache","Error while finished process. Please refresh cache"
"Error while rebuilded CatalogInventory Stock Status. Please try again later","Error while rebuilded CatalogInventory Stock Status. Please try again later"
"Error while rebuilded Search Index. Please try again later","Error while rebuilded Search Index. Please try again later"
"Error while refreshed Catalog Rewrites. Please try again later","Error while refreshed Catalog Rewrites. Please try again later"
"Error while refreshed Layered Navigation Indices. Please try again later","Error while refreshed Layered Navigation Indices. Please try again later"
"Error while saving account. Please try again later","Error while saving account. Please try again later"
"Error while saving this configuration: ","Error while saving this configuration: "
"Error while updating selected review(s). Please try again later.","Error while updating selected review(s). Please try again later."
"This account is","Esta cuenta es"
"Status","Estado"
"Account status","Estado de la cuenta"
"We're in our typing table, coding away more features for Magento. Thank you for your patience.","Estamos al teclado, codificando nuevas características para Magento.<br/>Gracias por tu paciencia."
"Are you sure you want to do this?","Está seguro que quiere hacer eso?"
"This attribute shares the same value in all the stores","Este atributo comparte el mismo valor en todas las tiendas"
"This user no longer exists","Este usuario no existe"
"Tag was successfully deleted","Etiqueta correctamente eliminada"
"Tag was successfully saved","Etiqueta guardada con éxito"
"Tags","Etiquetas"
"Pending Tags","Etiquetas pendientes"
"Rating was successfully saved","Evaluación correctamente guardad"
"example: ""sitemap/"" or ""/"" for base path (path must be writeable)","example: ""sitemap/"" or ""/"" for base path (path must be writeable)"
"example: sitemap.xml","example: sitemap.xml"
"Excl. Tax","Excl. Tax"
"Exclude","Exclude"
"Exclude (comma separated)","Exclude (comma separated)"
"Customer with the same email already exists.","Existe un cliente con el mismo correo."
"Export Filters","Export Filters"
"Export:","Export:"
"Export","Exportar"
"Export to:","Exportar a:"
"Export CSV","Exportar CSV"
"Extension","Extension"
"Extension Name","Extension Name"
"Extensions","Extensions"
"Failed to add a product to cart by id ""%s""","Failed to add a product to cart by id ""%s"""
"Failed to load %1$s.xml or %1$s.ser","Failed to load %1$s.xml or %1$s.ser"
"Date Added","Fecha creación"
"Date Updated","Fecha de actualización"
"Expiration Date","Fecha de finalización"
"Expiration Date: %s/%s","Fecha de finalización: %s/%s"
"Field","Field"
"Field Mapping","Field Mapping"
"File","File"
"File Information","File Information"
"File name:","File name:"
"File size should be more than 0 bytes","File size should be more than 0 bytes"
"Final Price","Final Price"
"Finished profile execution.","Finished profile execution."
"First Name:","First Name:"
"Firstname","Firstname"
"For category","For category"
"For latest version visit: %s","For latest version visit: %s"
"For product","For product"
"Forgot your password?","Forgot your password?"
"Forgot your user name or password?","Forgot your user name or password?"
"Wrong column format","Formato de columna erróneo"
"FTP Host[:Port]","FTP Host[:Port]"
"Gb","Gb"
"General Section","General Section"
"Manage Customers","Gestionar clientes"
"Poll Manager","Gestionar encuestas"
"Manage Ratings","Gestionar valoraciones"
"Get help for this page","Get help for this page"
"Get Image Base64","Get Image Base64"
"Global Search","Global Search"
"Go Today","Go Today"
"Google Base","Google Base"
"Google Base Items","Google Base Items"
"Save Account","Grabar cuenta"
"Group:","Group:"
"Save","Guardar"
"Save Template","Guardar plantilla"
"Save Role","Guardar rol"
"Save User","Guardar usuario"
"Save And Continue Edit","Guardar y continuar editando"
"Enabled","Habilitado"
"Enable","Habilitar"
"Tools","Herramientas"
"HTTP (unsecure)","HTTP (no seguro)"
"HTTPS (SSL)","HTTPS (SSL)"
"ID","ID"
"User ID","ID de Usuario"
"ID Path","ID Path"
"Logged in as %s","Identificado como <strong>%s</strong>"
"Role ID","Identificador de rol"
"Ignore","Ignore"
"Image cache was cleared successfully","Image cache was cleared successfully"
"Thumbnail","Imagen en miniatura"
"Images (.gif, .jpg, .png)","Images (.gif, .jpg, .png)"
"Images Cache","Images Cache"
"images/logo.gif","images/logo.gif"
"Images","Imágenes"
"Import","Import"
"Import Service","Import Service"
"Import/Export","Import/Export"
"Import/Export Advanced","Import/Export Advanced"
"Import/Export Profile","Import/Export Profile"
"Imported <strong>%s</strong> records","Imported <strong>%s</strong> records"
"Unable to find a tag to delete","Imposible encontrar etiqueta para borrar"
"Unable to find a poll to delete","Imposible encontrar una encuesta a eliminar"
"Tax","Impuestos"
"In","In"
"In Database:","In Database:"
"In File:","In File:"
"Inactive","Inactivo"
"Incl. Tax","Incl. Tax"
"Include","Include"
"Incoming Message","Incoming Message"
"Individual Item","Individual Item"
"Block Information","Información de bloque"
"Account Information","Información de cuenta"
"Currency Information","Información de la moneda"
"Role Information","Información de rol"
"User Info","Información de usuario"
"User Information","Información de usuario"
"Role Info","Información del Rol"
"General Information","Información general"
"Personal Information","Información personal"
"Revenue","Ingreso"
"Login","Ingreso"
"Home","Inicio"
"Install","Install"
"Install Package File","Install Package File"
"Installed As","Installed As"
"Installed Extension Info","Installed Extension Info"
"Installed Version","Installed Version"
"Installing $pkg, please wait...","Installing $pkg, please wait..."
"Installing selected packages, please wait...","Installing selected packages, please wait..."
"Instant Payment Notification (IPN)","Instant Payment Notification (IPN)"
"Interactive","Interactive"
"Interface Locale: %s","Interfaz Local: %s"
"Invalid directory: %s","Invalid directory: %s"
"Invalid file: %s","Invalid file: %s"
"Invalid Form Key","Invalid Form Key"
"Invalid Import Service Specified","Invalid Import Service Specified"
"Invalid input data for %s => %s rate","Invalid input data for %s => %s rate"
"Invalid input:","Invalid input:"
"Invalid parrent block for this block","Invalid parrent block for this block"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in you php.ini file)","Invalid POST data (please check post_max_size and upload_max_filesize settings in you php.ini file)"
"Invalid section value","Invalid section value"
"Invalid store value","Invalid store value"
"Invalid URL","Invalid URL"
"Invalid Username or Password.","Invalid Username or Password."
"Invalid website value","Invalid website value"
"Inventory Stock Status","Inventory Stock Status"
"Guest","Invitado"
"Invoice #%s comment added","Invoice #%s comment added"
"Invoice #%s created","Invoice #%s created"
"Invoice and shipment was successfully created.","Invoice and shipment was successfully created."
"Invoice cancel error.","Invoice cancel error."
"Invoice capture error","Invoice capture error"
"Invoice History","Invoice History"
"Invoice Totals","Invoice Totals"
"Invoice void error","Invoice void error"
"Invoice was successfully canceled.","Invoice was successfully canceled."
"Invoice was successfully captured","Invoice was successfully captured"
"Invoice was successfully created.","Invoice was successfully created."
"Invoice was successfully voided","Invoice was successfully voided"
"Issue Number","Issue Number"
"Issuer: %s","Issuer: %s"
"Items","Items"
"items selected","items selected"
"Kb","Kb"
"The information in this tab has been changed.","La información en esta lengüeta ha sido modificada."
"Last 24 hours","Last 24 hours"
"Last 5 Orders","Last 5 Orders"
"Last 5 Search Terms","Last 5 Search Terms"
"Last 7 days","Last 7 days"
"Last Logged In (%s):","Last Logged In (%s):"
"Last Logged In:","Last Logged In:"
"Last Month","Last Month"
"Last Name:","Last Name:"
"Lastname","Lastname"
"Latest Message:","Latest Message:"
"Layered Navigation indexing queue cancelled","Layered Navigation indexing queue cancelled"
"Layered Navigation indexing queued","Layered Navigation indexing queued"
"Layered Navigation Indices","Layered Navigation Indices"
"Layered Navigation Indices was refreshed successfully","Layered Navigation Indices was refreshed successfully"
"Layered Navigation Indices were refreshed successfully","Layered Navigation Indices were refreshed successfully"
"Layered Navigation process queued to be killed","Layered Navigation process queued to be killed"
"Leave empty to use tax identifier","Leave empty to use tax identifier"
"Level","Level"
"License","License"
"License URI","License URI"
"License:","License:"
"Links","Links"
"Sorry, this feature is coming soon...","Lo sentimos, pronto estará disponible esta opción..."
"Load default template","Load default template"
"Load local Package","Load local Package"
"Load Template","Load Template"
"Local Server","Local Server"
"Local/Remote Server","Local/Remote Server"
"Locale","Locale"
"Magento Logo","Logo Magento"
"Magento Commerce - Administrative Panel","Magento Commerce - Panel administrativo"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Magento Connect Manager"
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc."
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc."
"Maintainers","Maintainers"
"MAJOR","MAJOR"
"major","major"
"Manage Currency Rates","Manage Currency Rates"
"Manage Installed Extensions","Manage Installed Extensions"
"Manage osCommerce Orders","Manage osCommerce Orders"
"Manage osCommerce Profiles","Manage osCommerce Profiles"
"Manage Stores","Manage Stores"
"Matched expression","Matched expression"
"Max","Max"
"Maximum","Maximum"
"Mb","Mb"
"md5sum","md5sum"
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)"
"Messages Inbox","Messages Inbox"
"My Account","Mi cuenta"
"Min","Min"
"Minimum","Minimum"
"MINOR","MINOR"
"minor","minor"
"Most Viewed Products","Most Viewed Products"
"MS Excel XML","MS Excel XML"
"N/A","N/D"
"Name on Card","Name on Card"
"Name:","Name:"
"Credit Card Number","Número de tarjeta de crédito"
"Number of Uses","Número de usos"
"Card Verification Number","Número de verificación de la tarjeta"
"New Accounts","New Accounts"
"New admin password","New admin password"
"New Api Key","New Api Key"
"New Customers","New Customers"
"New Extension","New Extension"
"New Item Type","New Item Type"
"New Profile","New Profile"
"New Store View","New Store View"
"Next month (hold for menu)","Next month (hold for menu)"
"Next year (hold for menu)","Next year (hold for menu)"
"None","Ninguno"
"No","No"
"No (price without tax)","No (price without tax)"
"No change","No change"
"No Data Found","No Data Found"
"No Extensions Found","No Extensions Found"
"No profile","No profile"
"No profile loaded...","No profile loaded..."
"You cannot delete account of yourself","No puedes borrar una tuya"
"You can not delete self assigned roles.","No puedes eliminar reglas auto asignadas"
"No records found for this period.","No records found for this period."
"Unable to find a user to delete","No se encuentra un usuario para eliminar"
"No Templates Found","No se han encontrado plantillas"
"No records found.","No se han encontrado resultados."
"No search keywords.","No search keywords."
"You have not enought permissions to login.","No tienes suficientes permisos para logearte"
"Name","Nombre"
"First Name","Nombre"
"Template Name","Nombre de plantilla"
"User Name","Nombre de usuario"
"User Name:","Nombre de usuario:"
"Role Name","Nombre del rol"
"Note:","Note:"
"Notes","Notes"
"Notes:","Notes:"
"NOTICE","NOTICE"
"notice","notice"
"New Password","Nueva contraseña"
"New Tag","Nueva etiqueta"
"New Template","Nueva plantilla"
"New Email Template","Nueva plantilla de Correo"
"New System Template","Nueva plantilla del sistema"
"New Website","Nuevo Sitio Web"
"New User","Nuevo usuario"
"Number of Orders","Number of Orders"
"Number of records:","Number of records:"
"Number of Use","Number of Use"
"Required","Obligatorio"
"Error while deleting this role. Please try again later.","Ocurrió un error mientras se eliminaba el rol. Por favor"
"Error while saving this role. Please try again later.","Ocurrió un error mientras se guardaba el rol. Por favor"
"of %s pages","of &nbsp;<strong>%s</strong>"
"Old rate:","Old rate:"
"One of options row has error","One of options row has error"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available."
"Only mapped fields","Only mapped fields"
"Options","Opciones"
"Optional","Optional"
"Order #%s","orden #%s"
"Sort Order","Ordenar por tipo"
"Order confirmation email not sent","Order confirmation email not sent"
"Order confirmation email sent","Order confirmation email sent"
"Order not longer exist","Order not longer exist"
"Order not longer exist.","Order not longer exist."
"Original Magento attribute names in first row:","Original Magento attribute names in first row:"
"Country","País"
"Package","Package"
"Package %s data was successfully loaded","Package %s data was successfully loaded"
"Package Extensions","Package Extensions"
"Package File Name","Package File Name"
"Package Info","Package Info"
"Package Information","Package Information"
"Packages","Packages"
"Dashboard","Panel"
"Parent Product Thumbnail","Parent Product Thumbnail"
"Passive mode","Passive mode"
"Path","Path"
"Path:","Path:"
"Payment Data Transfer (PDT)","Payment Data Transfer (PDT)"
"Payment method must be specified","Payment method must be specified"
"PayPal Email","PayPal Email"
"Page","Página"
"Previous page","Página previa"
"PEAR config","PEAR config"
"PEAR Configuration was successfully saved","PEAR Configuration was successfully saved"
"PEAR Console","PEAR Console"
"Order #%s (%s)","Pedido #%s (%s)"
"Orders","Pedidos"
"Recent Orders","Pedidos recientes"
"Pending installation...","Pending installation..."
"Percent","Percent"
"Performed At","Performed At"
"Period","Period"
"Permanent (301)","Permanent (301)"
"Permissions","Permisos"
"Phone:","Phone:"
"PHP Version","PHP Version"
"Template Content","Plantilla de contenido"
"Template Information","Plantilla de información"
"Please enter 6 or more characters.","Please enter 6 or more characters."
"Please enter a number greater than 0 in this field.","Please enter a number greater than 0 in this field."
"Please enter a valid $ amount. For example $100.00.","Please enter a valid $ amount. For example $100.00."
"Please enter a valid credit card number.","Please enter a valid credit card number."
"Please enter a valid date.","Please enter a valid date."
"Please enter a valid email address. For example johndoe@domain.com.","Please enter a valid email address. For example johndoe@domain.com."
"Please enter a valid number in this field.","Please enter a valid number in this field."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890."
"Please enter a valid social security number. For example 123-45-6789.","Please enter a valid social security number. For example 123-45-6789."
"Please enter a valid URL. For example http://www.example.com or www.example.com","Please enter a valid URL. For example http://www.example.com or www.example.com"
"Please enter a valid URL. http:// is required","Please enter a valid URL. http:// is required"
"Please enter a valid value from list","Please enter a valid value from list"
"Please enter a valid value, ex: 10,20,30","Please enter a valid value, ex: 10,20,30"
"Please enter a valid zip code.","Please enter a valid zip code."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Please enter a valid zip code. For example 90602 or 90602-1234."
"Please enter valid password.","Please enter valid password."
"Please make sure that your changes were saved before running the profile.","Please make sure that your changes were saved before running the profile."
"Please make sure your passwords match.","Please make sure your passwords match."
"Please select a custmer","Please select a custmer"
"Please select an option.","Please select an option."
"Please select catalog searches","Please select catalog searches"
"Please select customer(s)","Please select customer(s)"
"Please select one of the above options.","Please select one of the above options."
"Please select one of the options.","Please select one of the options."
"Please select review(s)","Please select review(s)"
"Please select State/Province.","Please select State/Province."
"Please select tag(s)","Please select tag(s)"
"Please specify admin custom URL","Please specify admin custom URL"
"Please specify at least start or end date.","Please specify at least start or end date."
"Please use in this field only ""a-z,0-9,_"".","Please use in this field only ""a-z,0-9,_""."
"Please use letters only (a-z) in this field.","Please use letters only (a-z) in this field."
"Please use numbers only in this field. please avoid spaces or other characters such as dots or commas.","Please use numbers only in this field. please avoid spaces or other characters such as dots or commas."
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006."
"Please wait, loading...","Please wait, loading..."
"Please wait...","Please wait..."
"Please, add a few answers to this poll first","Please, add a few answers to this poll first"
"Please, select visible in stores to this poll first","Please, select visible in stores to this poll first"
"Please make sure that all global admin search modules are installed and activated.","Por favor"
