          ;       16187;   ;Filtro    ;Inicio                                  ;26012014      ;001412;190.20.208.130 ;OK ;                    ;Inicio de filtrado                                                      
710324584 ;       19922;   ;transacc  ;710324584                               ;26012014      ;012557;200.10.12.55   ;OK ;597026007976        ;conectandose al port :(80)                                              
710324584 ;       19922;   ;resultado ;logro abrir_conexion                    ;26012014      ;012557;200.10.12.55   ; 0 ;597026007976        ;Abrio socket para conex-com                                             
710324584 ;       19922;   ;transacc  ;710324584                               ;26012014      ;012557;200.10.12.55   ;OK ;597026007976        ;POST a url http://webpaynew.magento.cl/wakeup/cierre.php                
710324584 ;       19922;   ;transacc  ;710324584                               ;26012014      ;012557;200.10.12.55   ;OK ;597026007976        ;mensaje enviado                                                         
          ;       19925;   ;check_mac ;                                        ;26012014      ;012557;72.10.32.53    ;OK ;                    ;Todo OK                                                                 
710324584 ;       19922;   ;transacc  ;710324584                               ;26012014      ;012557;200.10.12.55   ;OK ;597026007976        ;Llego ACK del Comercio                                                  
710324584 ;       19922;   ;resultado ;100000057                               ;26012014      ;012557;200.10.12.55   ;OK ;597026007976        ;tienda acepto transaccion                                               
710324584 ;       19922;   ;resultado ;100000057                               ;26012014      ;012557;200.10.12.55   ;OK ;597026007976        ;respuesta enviada a TBK (ACK)                                           
710324584 ;       19922;   ;resultado ;100000057                               ;26012014      ;012557;200.10.12.55   ;OK ;597026007976        ;Todo OK                                                                 
          ;       23651;   ;Filtro    ;Inicio                                  ;26012014      ;020135;190.20.208.130 ;OK ;                    ;Inicio de filtrado                                                      
          ;       23651;   ;Filtro    ;tbk_param.txt                           ;26012014      ;020135;190.20.208.130 ;OK ;                    ;Archivo parseado                                                        
          ;       23651;   ;Filtro    ;Terminado                               ;26012014      ;020135;190.20.208.130 ;OK ;                    ;Datos Filtrados con exito                                               
          ;       23651;   ;sanitiza  ;inicio                                  ;26012014      ;020135;190.20.208.130 ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       23651;   ;sanitiza  ;Array                                   ;26012014      ;020135;190.20.208.130 ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       23651;   ;sanitiza  ;Fin                                     ;26012014      ;020135;190.20.208.130 ;Ok ;                    ;Sanitizacion exitosa                                                    
0712495500;       23651;   ;pago      ;inicio                                  ;26012014      ;020135;190.20.208.130 ;OK ;597026007976        ;Parseo realizado                                                        
0712495500;       23651;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020135;190.20.208.130 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
0712495500;       23651;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020135;190.20.208.130 ;OK ;597026007976        ;Mac generado                                                            
0712495500;       23651;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020135;190.20.208.130 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
0712495500;       23651;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020135;190.20.208.130 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
0712495500;       23651;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020135;190.20.208.130 ;OK ;597026007976        ;Datos listos para ser enviados                                          
0712495500;       23651;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020135;190.20.208.130 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
0712495500;       23651;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020138;190.20.208.130 ;OK ;597026007976        ;Datos validados                                                         
0712495500;       23651;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020138;190.20.208.130 ;OK ;597026007976        ;Token=e8ffa7078f386f29cdd0f7b2de256d75be811e6479de702e4ce44f5ad913b151  
0712495500;       23651;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020138;190.20.208.130 ;OK ;597026007976        ;Redireccion web                                                         
0712495500;       23651;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020138;190.20.208.130 ;OK ;597026007976        ;Todo OK                                                                 
          ;       23692;   ;Filtro    ;Inicio                                  ;26012014      ;020233;190.20.208.130 ;OK ;                    ;Inicio de filtrado                                                      
          ;       23692;   ;Filtro    ;tbk_param.txt                           ;26012014      ;020233;190.20.208.130 ;OK ;                    ;Archivo parseado                                                        
          ;       23692;   ;Filtro    ;Terminado                               ;26012014      ;020233;190.20.208.130 ;OK ;                    ;Datos Filtrados con exito                                               
          ;       23692;   ;sanitiza  ;inicio                                  ;26012014      ;020233;190.20.208.130 ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       23692;   ;sanitiza  ;Array                                   ;26012014      ;020233;190.20.208.130 ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       23692;   ;sanitiza  ;Fin                                     ;26012014      ;020233;190.20.208.130 ;Ok ;                    ;Sanitizacion exitosa                                                    
0712553239;       23692;   ;pago      ;inicio                                  ;26012014      ;020233;190.20.208.130 ;OK ;597026007976        ;Parseo realizado                                                        
0712553239;       23692;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020233;190.20.208.130 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
0712553239;       23692;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020233;190.20.208.130 ;OK ;597026007976        ;Mac generado                                                            
0712553239;       23692;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020233;190.20.208.130 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
0712553239;       23692;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020233;190.20.208.130 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
0712553239;       23692;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020233;190.20.208.130 ;OK ;597026007976        ;Datos listos para ser enviados                                          
0712553239;       23692;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020233;190.20.208.130 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
0712553239;       23692;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020235;190.20.208.130 ;OK ;597026007976        ;Datos validados                                                         
0712553239;       23692;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020235;190.20.208.130 ;OK ;597026007976        ;Token=ea222e03c48c74fa74df347541e32b910d7d38d76dd67e763d5219c76234ae3f  
0712553239;       23692;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020235;190.20.208.130 ;OK ;597026007976        ;Redireccion web                                                         
0712553239;       23692;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;020235;190.20.208.130 ;OK ;597026007976        ;Todo OK                                                                 
          ;       23712;   ;resultado ;Desencriptando                          ;26012014      ;020248;200.10.12.55   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;       23712;   ;resultado ;Validacion                              ;26012014      ;020248;200.10.12.55   ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;       23712;   ;resultado ;100000059                               ;26012014      ;020248;200.10.12.55   ;OK ;                    ;Parseo de los datos                                                     
          ;       23712;   ;resultado ;100000059                               ;26012014      ;020248;200.10.12.55   ;OK ;                    ;http://webpaynew.magento.cl/wakeup/cierre.php                           
712553239 ;       23712;   ;transacc  ;712553239                               ;26012014      ;020248;200.10.12.55   ;OK ;597026007976        ;conectandose al port :(80)                                              
712553239 ;       23712;   ;resultado ;logro abrir_conexion                    ;26012014      ;020248;200.10.12.55   ; 0 ;597026007976        ;Abrio socket para conex-com                                             
712553239 ;       23712;   ;transacc  ;712553239                               ;26012014      ;020248;200.10.12.55   ;OK ;597026007976        ;POST a url http://webpaynew.magento.cl/wakeup/cierre.php                
712553239 ;       23712;   ;transacc  ;712553239                               ;26012014      ;020248;200.10.12.55   ;OK ;597026007976        ;mensaje enviado                                                         
          ;       23715;   ;check_mac ;                                        ;26012014      ;020248;72.10.32.53    ;OK ;                    ;Todo OK                                                                 
712553239 ;       23712;   ;transacc  ;712553239                               ;26012014      ;020248;200.10.12.55   ;OK ;597026007976        ;Llego ACK del Comercio                                                  
712553239 ;       23712;   ;resultado ;100000059                               ;26012014      ;020248;200.10.12.55   ;OK ;597026007976        ;tienda acepto transaccion                                               
712553239 ;       23712;   ;resultado ;100000059                               ;26012014      ;020248;200.10.12.55   ;OK ;597026007976        ;respuesta enviada a TBK (ACK)                                           
712553239 ;       23712;   ;resultado ;100000059                               ;26012014      ;020248;200.10.12.55   ;OK ;597026007976        ;Todo OK                                                                 
          ;       21524;   ;Filtro    ;Inicio                                  ;26012014      ;023221;190.20.208.130 ;OK ;                    ;Inicio de filtrado                                                      
          ;       21524;   ;Filtro    ;tbk_param.txt                           ;26012014      ;023221;190.20.208.130 ;OK ;                    ;Archivo parseado                                                        
          ;       21524;   ;Filtro    ;Terminado                               ;26012014      ;023221;190.20.208.130 ;OK ;                    ;Datos Filtrados con exito                                               
          ;       21524;   ;sanitiza  ;inicio                                  ;26012014      ;023221;190.20.208.130 ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       21524;   ;sanitiza  ;Array                                   ;26012014      ;023221;190.20.208.130 ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       21524;   ;sanitiza  ;Fin                                     ;26012014      ;023221;190.20.208.130 ;Ok ;                    ;Sanitizacion exitosa                                                    
0714341522;       21524;   ;pago      ;inicio                                  ;26012014      ;023221;190.20.208.130 ;OK ;597026007976        ;Parseo realizado                                                        
0714341522;       21524;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023221;190.20.208.130 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
0714341522;       21524;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023221;190.20.208.130 ;OK ;597026007976        ;Mac generado                                                            
0714341522;       21524;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023221;190.20.208.130 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
0714341522;       21524;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023221;190.20.208.130 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
0714341522;       21524;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023221;190.20.208.130 ;OK ;597026007976        ;Datos listos para ser enviados                                          
0714341522;       21524;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023221;190.20.208.130 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
0714341522;       21524;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023225;190.20.208.130 ;OK ;597026007976        ;Datos validados                                                         
0714341522;       21524;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023225;190.20.208.130 ;OK ;597026007976        ;Token=e6543cd0661eb77d8f27ec289eeb5b340b7522f1ddaeec7fbc2149dadd9c84a0  
0714341522;       21524;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023225;190.20.208.130 ;OK ;597026007976        ;Redireccion web                                                         
0714341522;       21524;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023225;190.20.208.130 ;OK ;597026007976        ;Todo OK                                                                 
          ;       21697;   ;resultado ;Desencriptando                          ;26012014      ;023250;200.10.12.55   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;       21697;   ;resultado ;Validacion                              ;26012014      ;023250;200.10.12.55   ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;       21697;   ;resultado ;100000060                               ;26012014      ;023250;200.10.12.55   ;OK ;                    ;Parseo de los datos                                                     
          ;       21697;   ;resultado ;100000060                               ;26012014      ;023250;200.10.12.55   ;OK ;                    ;http://webpaynew.magento.cl/wakeup/cierre.php                           
714341522 ;       21697;   ;transacc  ;714341522                               ;26012014      ;023250;200.10.12.55   ;OK ;597026007976        ;conectandose al port :(80)                                              
714341522 ;       21697;   ;resultado ;logro abrir_conexion                    ;26012014      ;023250;200.10.12.55   ; 0 ;597026007976        ;Abrio socket para conex-com                                             
714341522 ;       21697;   ;transacc  ;714341522                               ;26012014      ;023250;200.10.12.55   ;OK ;597026007976        ;POST a url http://webpaynew.magento.cl/wakeup/cierre.php                
714341522 ;       21697;   ;transacc  ;714341522                               ;26012014      ;023250;200.10.12.55   ;OK ;597026007976        ;mensaje enviado                                                         
          ;       21700;   ;check_mac ;                                        ;26012014      ;023250;72.10.32.53    ;OK ;                    ;Todo OK                                                                 
714341522 ;       21697;   ;transacc  ;714341522                               ;26012014      ;023250;200.10.12.55   ;OK ;597026007976        ;Llego ACK del Comercio                                                  
714341522 ;       21697;   ;resultado ;100000060                               ;26012014      ;023250;200.10.12.55   ;OK ;597026007976        ;tienda acepto transaccion                                               
714341522 ;       21697;   ;resultado ;100000060                               ;26012014      ;023250;200.10.12.55   ;OK ;597026007976        ;respuesta enviada a TBK (ACK)                                           
714341522 ;       21697;   ;resultado ;100000060                               ;26012014      ;023250;200.10.12.55   ;OK ;597026007976        ;Todo OK                                                                 
          ;       24364;   ;Filtro    ;Inicio                                  ;26012014      ;023727;190.20.208.130 ;OK ;                    ;Inicio de filtrado                                                      
          ;       24364;   ;Filtro    ;tbk_param.txt                           ;26012014      ;023727;190.20.208.130 ;OK ;                    ;Archivo parseado                                                        
          ;       24364;   ;Filtro    ;Terminado                               ;26012014      ;023727;190.20.208.130 ;OK ;                    ;Datos Filtrados con exito                                               
          ;       24364;   ;sanitiza  ;inicio                                  ;26012014      ;023727;190.20.208.130 ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       24364;   ;sanitiza  ;Array                                   ;26012014      ;023727;190.20.208.130 ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       24364;   ;sanitiza  ;Fin                                     ;26012014      ;023727;190.20.208.130 ;Ok ;                    ;Sanitizacion exitosa                                                    
0714647435;       24364;   ;pago      ;inicio                                  ;26012014      ;023727;190.20.208.130 ;OK ;597026007976        ;Parseo realizado                                                        
0714647435;       24364;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023727;190.20.208.130 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
0714647435;       24364;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023727;190.20.208.130 ;OK ;597026007976        ;Mac generado                                                            
0714647435;       24364;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023727;190.20.208.130 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
0714647435;       24364;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023727;190.20.208.130 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
0714647435;       24364;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023727;190.20.208.130 ;OK ;597026007976        ;Datos listos para ser enviados                                          
0714647435;       24364;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023727;190.20.208.130 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
0714647435;       24364;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023729;190.20.208.130 ;OK ;597026007976        ;Datos validados                                                         
0714647435;       24364;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023729;190.20.208.130 ;OK ;597026007976        ;Token=ec7868951bd75cf45fbdaf7ecebc0efee4803c8a466557ccb34dd8e96c135fa9  
0714647435;       24364;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023729;190.20.208.130 ;OK ;597026007976        ;Redireccion web                                                         
0714647435;       24364;   ;pago      ;https://certificacion.webpay.cl         ;26012014      ;023729;190.20.208.130 ;OK ;597026007976        ;Todo OK                                                                 
          ;       24504;   ;resultado ;Desencriptando                          ;26012014      ;023742;200.10.12.55   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;       24504;   ;resultado ;Validacion                              ;26012014      ;023742;200.10.12.55   ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;       24504;   ;resultado ;100000061                               ;26012014      ;023742;200.10.12.55   ;OK ;                    ;Parseo de los datos                                                     
          ;       24504;   ;resultado ;100000061                               ;26012014      ;023742;200.10.12.55   ;OK ;                    ;http://webpaynew.magento.cl/wakeup/cierre.php                           
714647435 ;       24504;   ;transacc  ;714647435                               ;26012014      ;023742;200.10.12.55   ;OK ;597026007976        ;conectandose al port :(80)                                              
