          ;        5427;   ;Filtro    ;Inicio                                  ;29102013      ;132129;190.164.186.29 ;OK ;                    ;Inicio de filtrado                                                      
3063690175;        5427;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;132134;190.164.186.29 ;OK ;597026007976        ;Redireccion web                                                         
3063690175;        5427;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;132134;190.164.186.29 ;OK ;597026007976        ;Todo OK                                                                 
          ;       25731;   ;Filtro    ;Inicio                                  ;29102013      ;234805;190.164.186.29 ;OK ;                    ;Inicio de filtrado                                                      
          ;       25731;   ;Filtro    ;tbk_param.txt                           ;29102013      ;234805;190.164.186.29 ;OK ;                    ;Archivo parseado                                                        
          ;       25731;   ;Filtro    ;Terminado                               ;29102013      ;234805;190.164.186.29 ;OK ;                    ;Datos Filtrados con exito                                               
          ;       25731;   ;sanitiza  ;inicio                                  ;29102013      ;234805;190.164.186.29 ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       25731;   ;sanitiza  ;Array                                   ;29102013      ;234805;190.164.186.29 ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       25731;   ;sanitiza  ;Fin                                     ;29102013      ;234805;190.164.186.29 ;Ok ;                    ;Sanitizacion exitosa                                                    
3101285093;       25731;   ;pago      ;inicio                                  ;29102013      ;234805;190.164.186.29 ;OK ;597026007976        ;Parseo realizado                                                        
3101285093;       25731;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;234805;190.164.186.29 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
3101285093;       25731;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;234805;190.164.186.29 ;OK ;597026007976        ;Mac generado                                                            
3101285093;       25731;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;234805;190.164.186.29 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
3101285093;       25731;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;234805;190.164.186.29 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
3101285093;       25731;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;234805;190.164.186.29 ;OK ;597026007976        ;Datos listos para ser enviados                                          
3101285093;       25731;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;234805;190.164.186.29 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
3101285093;       25731;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;234808;190.164.186.29 ;OK ;597026007976        ;Datos validados                                                         
3101285093;       25731;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;234808;190.164.186.29 ;OK ;597026007976        ;Token=e77e72eadf00d7ac6ea98b2954db75ccac879015e90a961857d9773df0717728  
3101285093;       25731;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;234808;190.164.186.29 ;OK ;597026007976        ;Redireccion web                                                         
3101285093;       25731;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;234808;190.164.186.29 ;OK ;597026007976        ;Todo OK                                                                 
          ;       25738;   ;resultado ;Desencriptando                          ;29102013      ;234825;200.10.12.55   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;       25738;   ;resultado ;Validacion                              ;29102013      ;234825;200.10.12.55   ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;       25738;   ;resultado ;100000011                               ;29102013      ;234825;200.10.12.55   ;OK ;                    ;Parseo de los datos                                                     
          ;       25738;   ;resultado ;100000011                               ;29102013      ;234825;200.10.12.55   ;OK ;                    ;http://webpaynew.magento.cl/wakeup/cierre.php                           
3101285093;       25738;   ;transacc  ;3101285093                              ;29102013      ;234825;200.10.12.55   ;OK ;597026007976        ;conectandose al port :(80)                                              
3101285093;       25738;   ;resultado ;logro abrir_conexion                    ;29102013      ;234825;200.10.12.55   ; 0 ;597026007976        ;Abrio socket para conex-com                                             
3101285093;       25738;   ;transacc  ;3101285093                              ;29102013      ;234825;200.10.12.55   ;OK ;597026007976        ;POST a url http://webpaynew.magento.cl/wakeup/cierre.php                
3101285093;       25738;   ;transacc  ;3101285093                              ;29102013      ;234825;200.10.12.55   ;OK ;597026007976        ;mensaje enviado                                                         
          ;       25741;   ;check_mac ;                                        ;29102013      ;234825;72.10.32.53    ;OK ;                    ;Todo OK                                                                 
3101285093;       25738;   ;transacc  ;3101285093                              ;29102013      ;234825;200.10.12.55   ;OK ;597026007976        ;Llego ACK del Comercio                                                  
3101285093;       25738;   ;resultado ;100000011                               ;29102013      ;234825;200.10.12.55   ;OK ;597026007976        ;tienda acepto transaccion                                               
3101285093;       25738;   ;resultado ;100000011                               ;29102013      ;234825;200.10.12.55   ;OK ;597026007976        ;respuesta enviada a TBK (ACK)                                           
3101285093;       25738;   ;resultado ;100000011                               ;29102013      ;234825;200.10.12.55   ;OK ;597026007976        ;Todo OK                                                                 
          ;       25795;   ;Filtro    ;Inicio                                  ;29102013      ;235120;190.164.186.29 ;OK ;                    ;Inicio de filtrado                                                      
          ;       25795;   ;Filtro    ;tbk_param.txt                           ;29102013      ;235120;190.164.186.29 ;OK ;                    ;Archivo parseado                                                        
          ;       25795;   ;Filtro    ;Terminado                               ;29102013      ;235120;190.164.186.29 ;OK ;                    ;Datos Filtrados con exito                                               
          ;       25795;   ;sanitiza  ;inicio                                  ;29102013      ;235120;190.164.186.29 ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       25795;   ;sanitiza  ;Array                                   ;29102013      ;235120;190.164.186.29 ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       25795;   ;sanitiza  ;Fin                                     ;29102013      ;235120;190.164.186.29 ;Ok ;                    ;Sanitizacion exitosa                                                    
3101480405;       25795;   ;pago      ;inicio                                  ;29102013      ;235120;190.164.186.29 ;OK ;597026007976        ;Parseo realizado                                                        
3101480405;       25795;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235120;190.164.186.29 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
3101480405;       25795;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235120;190.164.186.29 ;OK ;597026007976        ;Mac generado                                                            
3101480405;       25795;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235120;190.164.186.29 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
3101480405;       25795;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235120;190.164.186.29 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
3101480405;       25795;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235120;190.164.186.29 ;OK ;597026007976        ;Datos listos para ser enviados                                          
3101480405;       25795;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235120;190.164.186.29 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
3101480405;       25795;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235123;190.164.186.29 ;OK ;597026007976        ;Datos validados                                                         
3101480405;       25795;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235123;190.164.186.29 ;OK ;597026007976        ;Token=ea78642778ea0e2f54b597e4dc35dd310b9161c1f66e6ee500f66d7c9bfbfdc2  
3101480405;       25795;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235123;190.164.186.29 ;OK ;597026007976        ;Redireccion web                                                         
3101480405;       25795;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235123;190.164.186.29 ;OK ;597026007976        ;Todo OK                                                                 
          ;       25803;   ;resultado ;Desencriptando                          ;29102013      ;235150;200.10.12.55   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;       25803;   ;resultado ;Validacion                              ;29102013      ;235150;200.10.12.55   ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;       25803;   ;resultado ;100000012                               ;29102013      ;235150;200.10.12.55   ;OK ;                    ;Parseo de los datos                                                     
          ;       25803;   ;resultado ;100000012                               ;29102013      ;235150;200.10.12.55   ;OK ;                    ;http://webpaynew.magento.cl/wakeup/cierre.php                           
3101480405;       25803;   ;transacc  ;3101480405                              ;29102013      ;235150;200.10.12.55   ;OK ;597026007976        ;conectandose al port :(80)                                              
3101480405;       25803;   ;resultado ;logro abrir_conexion                    ;29102013      ;235150;200.10.12.55   ; 0 ;597026007976        ;Abrio socket para conex-com                                             
3101480405;       25803;   ;transacc  ;3101480405                              ;29102013      ;235150;200.10.12.55   ;OK ;597026007976        ;POST a url http://webpaynew.magento.cl/wakeup/cierre.php                
3101480405;       25803;   ;transacc  ;3101480405                              ;29102013      ;235150;200.10.12.55   ;OK ;597026007976        ;mensaje enviado                                                         
          ;       25806;   ;check_mac ;                                        ;29102013      ;235150;72.10.32.53    ;OK ;                    ;Todo OK                                                                 
3101480405;       25803;   ;transacc  ;3101480405                              ;29102013      ;235150;200.10.12.55   ;OK ;597026007976        ;Llego ACK del Comercio                                                  
3101480405;       25803;   ;resultado ;100000012                               ;29102013      ;235150;200.10.12.55   ;OK ;597026007976        ;tienda acepto transaccion                                               
3101480405;       25803;   ;resultado ;100000012                               ;29102013      ;235150;200.10.12.55   ;OK ;597026007976        ;respuesta enviada a TBK (ACK)                                           
3101480405;       25803;   ;resultado ;100000012                               ;29102013      ;235150;200.10.12.55   ;OK ;597026007976        ;Todo OK                                                                 
          ;       25878;   ;Filtro    ;Inicio                                  ;29102013      ;235305;190.164.186.29 ;OK ;                    ;Inicio de filtrado                                                      
          ;       25878;   ;Filtro    ;tbk_param.txt                           ;29102013      ;235305;190.164.186.29 ;OK ;                    ;Archivo parseado                                                        
          ;       25878;   ;Filtro    ;Terminado                               ;29102013      ;235305;190.164.186.29 ;OK ;                    ;Datos Filtrados con exito                                               
          ;       25878;   ;sanitiza  ;inicio                                  ;29102013      ;235305;190.164.186.29 ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       25878;   ;sanitiza  ;Array                                   ;29102013      ;235305;190.164.186.29 ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       25878;   ;sanitiza  ;Fin                                     ;29102013      ;235305;190.164.186.29 ;Ok ;                    ;Sanitizacion exitosa                                                    
3101585179;       25878;   ;pago      ;inicio                                  ;29102013      ;235305;190.164.186.29 ;OK ;597026007976        ;Parseo realizado                                                        
3101585179;       25878;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235305;190.164.186.29 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
3101585179;       25878;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235305;190.164.186.29 ;OK ;597026007976        ;Mac generado                                                            
3101585179;       25878;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235305;190.164.186.29 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
3101585179;       25878;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235305;190.164.186.29 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
3101585179;       25878;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235305;190.164.186.29 ;OK ;597026007976        ;Datos listos para ser enviados                                          
3101585179;       25878;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235305;190.164.186.29 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
3101585179;       25878;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235308;190.164.186.29 ;OK ;597026007976        ;Datos validados                                                         
3101585179;       25878;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235308;190.164.186.29 ;OK ;597026007976        ;Token=eb9c10f12fda9e6571626d7a2168be540364a70de4af3c34bea4d85ecf13c0fc  
3101585179;       25878;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235308;190.164.186.29 ;OK ;597026007976        ;Redireccion web                                                         
3101585179;       25878;   ;pago      ;https://certificacion.webpay.cl         ;29102013      ;235308;190.164.186.29 ;OK ;597026007976        ;Todo OK                                                                 
          ;       25881;   ;resultado ;Desencriptando                          ;29102013      ;235325;200.10.12.55   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;       25881;   ;resultado ;Validacion                              ;29102013      ;235325;200.10.12.55   ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;       25881;   ;resultado ;100000013                               ;29102013      ;235325;200.10.12.55   ;OK ;                    ;Parseo de los datos                                                     
          ;       25881;   ;resultado ;100000013                               ;29102013      ;235325;200.10.12.55   ;OK ;                    ;http://webpaynew.magento.cl/wakeup/cierre.php                           
3101585179;       25881;   ;transacc  ;3101585179                              ;29102013      ;235325;200.10.12.55   ;OK ;597026007976        ;conectandose al port :(80)                                              
3101585179;       25881;   ;resultado ;logro abrir_conexion                    ;29102013      ;235325;200.10.12.55   ; 0 ;597026007976        ;Abrio socket para conex-com                                             
3101585179;       25881;   ;transacc  ;3101585179                              ;29102013      ;235325;200.10.12.55   ;OK ;597026007976        ;POST a url http://webpaynew.magento.cl/wakeup/cierre.php                
3101585179;       25881;   ;transacc  ;3101585179                              ;29102013      ;235325;200.10.12.55   ;OK ;597026007976        ;mensaje enviado                                                         
          ;       25884;   ;check_mac ;                                        ;29102013      ;235325;72.10.32.53    ;OK ;                    ;Todo OK                                                                 
3101585179;       25881;   ;transacc  ;3101585179                              ;29102013      ;235325;200.10.12.55   ;OK ;597026007976        ;Llego ACK del Comercio                                                  
3101585179;       25881;   ;resultado ;100000013                               ;29102013      ;235325;200.10.12.55   ;OK ;597026007976        ;tienda acepto transaccion                                               
3101585179;       25881;   ;resultado ;100000013                               ;29102013      ;235325;200.10.12.55   ;OK ;597026007976        ;respuesta enviada a TBK (ACK)                                           
3101585179;       25881;   ;resultado ;100000013                               ;29102013      ;235325;200.10.12.55   ;OK ;597026007976        ;Todo OK                                                                 
